id,Name,titleProject_id,class,score
117,Жунина Светлана Михайловна,162,8в,3,Жунина_СМ,aoZrScgJ
118,Пантыкин Борис Игоревич,245,9х,2,Пантыкин_БИ,DHfFkOj9
119,Доутова Марина Богдановна,189,11х,2,Доутова_МБ,k1tfjTFs
120,Трещалова Яна Андреевна,330,8б,3,Трещалова_ЯА,ztbbkhzW
121,Ивашечкин Александр Данилович,390,10т,4,Ивашечкин_АД,YtGK3tqM
122,Мазьянова Инна Богдановна,416,11в,4,Мазьянова_ИБ,qSLqPX6k
123,Корогев Николай Евгеньевич,184,8б,5,Корогев_НЕ,IBdqnxTD
124,Заидова Галина Максимовна,88,9т,4,Заидова_ГМ,F7SvpLhg
125,Рамхин Кирилл Алексиевич,459,9х,4,Рамхин_КА,pbfexOkl
126,Кизбабаев Эдуард Фёдорович,415,11т,2,Кизбабаев_ЭФ,xfj9idF6
127,Соурчаков Ярослав Валериевич,268,8б,2,Соурчаков_ЯВ,dI86TsZ4
128,Мотяшева Алена Михайловна,404,7т,2,Мотяшева_АМ,J87RjWpJ
129,Горшкова Наталия Яковлевна,340,11а,2,Горшкова_НЯ,6eg2K0bo
130,Зябрицкий Игорь Виталиевич,332,7а,5,Зябрицкий_ИВ,BH3Hrx3Y
131,Шельдяев Игорь Юриевич,97,7д,5,Шельдяев_ИЮ,m1BFBEnP
132,Шмелькин Максим Викторович,483,9т,5,Шмелькин_МВ,3Qq83O2y
133,Жалкин Алексей Алексеевич,43,7а,3,Жалкин_АА,IOZPSHhp
134,Худасов Денис Максимович,70,10д,2,Худасов_ДМ,YfwGRqFI
135,Швичкова Наталья Эдуардовна,398,7г,4,Швичкова_НЭ,tTp8Pm6f
136,Едская Жанна Валерьевна,436,11в,4,Едская_ЖВ,g7Oodcqv
137,Поморзина Полина Евгеньевна,122,7д,4,Поморзина_ПЕ,uF5fqAfU
138,Будачева Кира Олеговна,55,11х,4,Будачева_КО,dXJKRDdH
139,Молкаев Василий Валериевич,216,8д,2,Молкаев_ВВ,Z1kyIpln
140,Яцынин Константин Тимофеевич,285,7г,2,Яцынин_КТ,nBOznnno
141,Маховиков Василий Петрович,391,7х,4,Маховиков_ВП,iREpejuX
142,Шаметова Евгения Вадимовна,463,7а,2,Шаметова_ЕВ,HmVvuzuv
143,Законнова Жанна Евгеньевна,442,11и,None,Законнова_ЖЕ,GfasVVxO
144,Перчихин Аркадий Тимофеевич,164,10т,3,Перчихин_АТ,rXFRps4k
145,Бурдасова Ксения Игоревна,203,9а,3,Бурдасова_КИ,mD21rxK9
146,Киссин Степан Иванович,251,7х,5,Киссин_СИ,u2TI6zru
147,Вапилина Мария Егоровна,77,7д,2,Вапилина_МЕ,DbVvS5dv
148,Сигутина Дарья Федоровна,458,7б,2,Сигутина_ДФ,3y7OVrKI
149,Сошьяков Альберт Фёдорович,17,7т,4,Сошьяков_АФ,HXF4oy3I
150,Лугахина Клара Вадимовна,419,8в,4,Лугахина_КВ,AD0sbLC7
151,Логецкий Анатолий Виталиевич,372,11б,4,Логецкий_АВ,cKhhVPdB
152,Ковайкова Юлия Егоровна,75,10г,2,Ковайкова_ЮЕ,GNOCysIz
153,Вермутский Валерий Петрович,447,9и,5,Вермутский_ВП,ss8GBxWN
154,Россомахов Олег Юриевич,56,8в,2,Россомахов_ОЮ,fefhCzvk
155,Циплакова Екатерина Егоровна,471,9б,5,Циплакова_ЕЕ,ZiojkqGQ
156,Квятцева Алла Никитична,138,11в,2,Квятцева_АН,Az8E4yIE
157,Выхухолева Лариса Василевна,384,8б,5,Выхухолева_ЛВ,dbZTDogA
158,Целохов Андрей Вадимович,433,8и,5,Целохов_АВ,chKBzsTo
159,Бендин Иван Яковлевич,71,8и,4,Бендин_ИЯ,2oxpdomH
160,Лазученков Василий Алексеевич,381,7х,2,Лазученков_ВА,fxmjKrNW
161,Скоропухов Михаил Василиевич,69,10и,3,Скоропухов_МВ,EuRyQpUs
162,Мухонкин Тарас Романович,126,9и,4,Мухонкин_ТР,mIVr7H8Q
163,Камерцев Владимир Кириллович,303,7а,3,Камерцев_ВК,jclaRFHq
164,Сандрыкина Анна Олеговна,324,10т,2,Сандрыкина_АО,1lk16tFM
165,Недбайлов Алексей Денисович,15,7т,2,Недбайлов_АД,40mLRQkM
166,Серпков Ярослав Георгиевич,380,10б,4,Серпков_ЯГ,vCWrHzLA
167,Хатшуклов Аркадий Николаевич,42,11т,4,Хатшуклов_АН,KQfJKNBc
168,Литвалиева Алиса Егоровна,10,11и,3,Литвалиева_АЕ,Yc9vNvYX
169,Енесина Лиза Валерьевна,293,9б,5,Енесина_ЛВ,ydo4u9kF
170,Пикальков Эдуард Алексиевич,21,8д,5,Пикальков_ЭА,p9ksOvyo
171,Сачинский Валентин Кириллович,125,10т,2,Сачинский_ВК,VMEix2tm
172,Тарзанова Евгения Аркадьевна,96,9д,2,Тарзанова_ЕА,nu1o3n16
173,Лапундин Юрий Игоревич,267,8и,5,Лапундин_ЮИ,op9WCEZ7
174,Личева Лиза Михайловна,453,9б,3,Личева_ЛМ,80pEAFiS
175,Смароверов Яков Борисович,131,11в,4,Смароверов_ЯБ,SE9OKCwG
176,Вереина Алла Василевна,295,10и,3,Вереина_АВ,sa33Jid5
177,Погиблева Дарья Леонидовна,283,9в,5,Погиблева_ДЛ,Ni32HmLm
178,Байнова Анастасия Вадимовна,363,7б,3,Байнова_АВ,EQFjbzja
179,Шиловский Вячеслав Максимович,438,9и,4,Шиловский_ВМ,htXnla60
180,Сыждиков Пётр Василиевич,494,11х,5,Сыждиков_ПВ,XJRU7zt1
181,Каценова Алёна Эдуардовна,165,11т,2,Каценова_АЭ,nXuBwVDI
182,Мужицких Ева Олеговна,348,8х,3,Мужицких_ЕО,EOX87b4o
183,Плеснецов Степан Юрьевич,22,10а,2,Плеснецов_СЮ,HGWLqF3i
184,Игумнова Алёна Сергеевна,114,9д,4,Игумнова_АС,MBxkb0KT
185,Хадаров Владимир Валериевич,278,11т,5,Хадаров_ВВ,3X9mtepL
186,Ступакова Кира Ивановна,421,8и,3,Ступакова_КИ,SwY8dBce
187,Шоленинов Федор Максимович,286,11т,4,Шоленинов_ФМ,SMAQoZpL
188,Гундаров Руслан Николаевич,158,9д,4,Гундаров_РН,t9Ip9E4d
189,Гречишева Марина Андреевна,464,7д,2,Гречишева_МА,F77FlODJ
190,Утилова Алена Андреевна,253,11д,3,Утилова_АА,ukJjrTM7
191,Роткичева Алиса Максимовна,410,10а,4,Роткичева_АМ,Qa8fkLDp
192,Колтышева Марина Вадимовна,87,11г,4,Колтышева_МВ,85rezLeS
193,Гурычева Лариса Валерьевна,489,9б,2,Гурычева_ЛВ,X4m52uDg
194,Горцева Кристина Никитична,246,8и,4,Горцева_КН,OXpjijjR
195,Кутурин Геннадий Денисович,197,9в,2,Кутурин_ГД,oWpq8ksB
196,Стефанков Яков Евгеньевич,318,10г,3,Стефанков_ЯЕ,zV7LV7cD
197,Множина Людмила Василевна,90,8б,2,Множина_ЛВ,QgyBCSxa
198,Семисалов Георгий Иванович,316,9в,3,Семисалов_ГИ,c4aJ0ksS
199,Рогалов Альберт Валериевич,327,9б,2,Рогалов_АВ,89CqNDcp
200,Черетаева Анастасия Олеговна,341,9б,2,Черетаева_АО,5LJPb6Hq
201,Радоминова Любовь Игоревна,25,9и,5,Радоминова_ЛИ,7H1XJLsR
202,Шувырина Лиза Андреевна,395,9а,5,Шувырина_ЛА,VCe4psER
203,Калиженков Семён Алексеевич,401,11а,4,Калиженков_СА,1SOlK574
204,Старокашин Константин Петрович,309,10а,3,Старокашин_КП,3I6EBgjv
205,Малтоцов Аркадий Яковлевич,218,8а,3,Малтоцов_АЯ,0KJBCqon
206,Кузеванова Ева Егоровна,116,7д,2,Кузеванова_ЕЕ,FKolqWtK
207,Нурулина Алёна Егоровна,284,9х,2,Нурулина_АЕ,vLwjh6U3
208,Лератов Герасим Сергеевич,374,10а,4,Лератов_ГС,Pi1hdXol
209,Людин Руслан Аркадиевич,498,7и,3,Людин_РА,D9tQ37X0
210,Пурин Виктор Данилович,154,8и,5,Пурин_ВД,1fZeRtvU
211,Лютов Виктор Юрьевич,288,11г,2,Лютов_ВЮ,46H6Zvl8
212,Марюшкина Яна Федоровна,345,10д,5,Марюшкина_ЯФ,DFevTeyJ
213,Томилова Кристина Михайловна,492,11б,3,Томилова_КМ,aXEvP6h5
214,Дистерев Валерий Валериевич,24,7г,3,Дистерев_ВВ,aeWuMfS9
215,Дочкин Геннадий Алексиевич,52,11и,5,Дочкин_ГА,VQEC2jxB
216,Иняхин Руслан Сергеевич,234,7и,5,Иняхин_РС,rEpYCi0P
217,Знайкова Раиса Егоровна,148,11х,3,Знайкова_РЕ,MoFPWTml
218,Кашавцев Аркадий Леонидович,58,7а,4,Кашавцев_АЛ,VMTVJuLa
219,Пятернина Кристина Андреевна,445,7и,2,Пятернина_КА,2qbaMjUP
220,Гусеева Карина Викторовна,263,9и,2,Гусеева_КВ,0IHRZV8X
221,Кастева Яна Сергеевна,108,7и,2,Кастева_ЯС,T5G0S682
222,Гришанин Тарас Павлович,113,10т,2,Гришанин_ТП,fWuc6FPr
223,Грамоткин Илья Викторович,195,8д,5,Грамоткин_ИВ,H9axksck
224,Мелисин Геннадий Василиевич,465,10г,2,Мелисин_ГВ,TPmxOi0U
225,Цинина Светлана Яковлевна,105,11г,5,Цинина_СЯ,H1pPjRkO
226,Петов Георгий Адамович,57,9а,2,Петов_ГА,MIDGMtbX
227,Реева Валентина Максимовна,146,11и,5,Реева_ВМ,haT9MZVc
228,Слесивых Мария Аркадьевна,35,7и,5,Слесивых_МА,rPVSdrEm
229,Афтаева Полина Ивановна,193,10д,5,Афтаева_ПИ,JOoKFfnN
230,Кривицкий Валентин Виталиевич,208,8х,5,Кривицкий_ВВ,zg0Zhk5h
231,Чубатов Константин Леонидович,279,11а,4,Чубатов_КЛ,0ejVOsyG
232,Партенков Геннадий Павлович,418,8х,3,Партенков_ГП,x3IU03IA
233,Черушев Григорий Борисович,84,7г,4,Черушев_ГБ,kwMHeJz6
234,Тютекин Георгий Тимофеевич,262,7а,2,Тютекин_ГТ,0tdT5v5p
235,Янкевский Вячеслав Адамович,167,11г,4,Янкевский_ВА,wa3bKmrd
236,Сухручкина Клавдия Аркадьевна,177,7в,4,Сухручкина_КА,Ks4vtCP6
237,Конофалова Клара Петровна,95,11д,5,Конофалова_КП,PKQxwtl7
238,Лигасов Михаил Павлович,491,11г,4,Лигасов_МП,ImIz5sLQ
239,Писарьков Альберт Игоревич,313,8в,4,Писарьков_АИ,ylTKQK0A
240,Варов Кирилл Иванович,28,8а,5,Варов_КИ,kUVK2S2D
241,Пурынов Евгений Петрович,244,9и,3,Пурынов_ЕП,VhaUsyZN
242,Супрутская Вероника Викторовна,187,9а,2,Супрутская_ВВ,jG0uI42r
243,Скроцкая Алина Федоровна,127,8г,3,Скроцкая_АФ,Nc2wncNC
244,Барадулин Вадим Юрьевич,281,11х,3,Барадулин_ВЮ,PofqAAf2
245,Точилин Дмитрий Фёдорович,476,8а,2,Точилин_ДФ,Q0e4bjYf
246,Бикмуллин Руслан Валериевич,333,11т,2,Бикмуллин_РВ,ZObKMwdy
247,Серпичев Василий Алексиевич,394,10х,5,Серпичев_ВА,hKTBU6Fr
248,Вострышев Яков Аркадиевич,343,8г,5,Вострышев_ЯА,U4FILfp0
249,Грушчева София Евгеньевна,480,11в,None,Грушчева_СЕ,5J1QwuSe
250,Кулапов Александр Юрьевич,109,9б,5,Кулапов_АЮ,jas9Ldm4
251,Чибисенков Владислав Фёдорович,375,8х,3,Чибисенков_ВФ,q6GQwdpe
252,Утилов Роман Василиевич,254,9х,2,Утилов_РВ,zlHFONLI
253,Татаурова Галина Федоровна,145,10т,4,Татаурова_ГФ,4R24UNG9
254,Визавитина Наталия Леонидовна,101,10г,2,Визавитина_НЛ,CC57jiQ1
255,Мягченков Артём Денисович,115,7б,4,Мягченков_АД,CKOVhVhN
256,Брикова Инна Богдановна,256,9б,4,Брикова_ИБ,EL9l2GPs
257,Наторкин Валентин Данилович,319,7и,2,Наторкин_ВД,97bzcOMl
258,Эштрекова Софья Алексеевна,76,9в,3,Эштрекова_СА,FHsrZjpw
259,Кутаманова Кира Андреевна,182,10т,2,Кутаманова_КА,ffQmfuFM
260,Кыштымова Евгения Эдуардовна,255,8в,5,Кыштымова_ЕЭ,1woI90FA
261,Ккнязева Клавдия Дмитриевна,34,7б,5,Ккнязева_КД,VX04suFU
262,Глаголина Алиса Никитична,249,9д,2,Глаголина_АН,7EnrlgDH
263,Рисина Раиса Валерьевна,451,10а,4,Рисина_РВ,6RTCJYe3
264,Ребров Алексей Георгиевич,289,8и,3,Ребров_АГ,FOt9xeMB
265,Вырысалова Александра Евгеньевна,39,11и,2,Вырысалова_АЕ,vxnt5436
266,Гомольский Владимир Юриевич,314,11х,5,Гомольский_ВЮ,Xd4Lgyrh
267,Швинова Марина Федоровна,271,8г,5,Швинова_МФ,leabBsZi
268,Рудковская Инна Дмитриевна,6,7т,3,Рудковская_ИД,fYqthpux
269,Решеткина Дарья Василевна,408,10и,3,Решеткина_ДВ,0RjUL2ZB
270,Евстихеев Игорь Василиевич,422,10х,5,Евстихеев_ИВ,mzCXVMjG
271,Лазарина Алёна Федоровна,161,8б,3,Лазарина_АФ,jR3hGPWp
272,Гляченков Григорий Николаевич,431,10а,5,Гляченков_ГН,1AKik6Ol
273,Чардынцева Алина Вадимовна,135,10д,3,Чардынцева_АВ,WUISdl11
274,Скаредов Яков Иванович,337,9т,5,Скаредов_ЯИ,jJZoWW6m
275,Юрицкий Эдуард Денисович,192,7д,3,Юрицкий_ЭД,KUT59MVp
276,Кравчина Светлана Аркадьевна,413,11г,5,Кравчина_СА,Er6CObaO
277,Чмареткова Полина Вадимовна,449,10а,2,Чмареткова_ПВ,ChiGWgpb
278,Углова Галина Романовна,260,9г,3,Углова_ГР,tfbSUMsW
279,Згуровская Виктория Андреевна,220,9т,4,Згуровская_ВА,JyGSV3wq
280,Секерский Станислав Сергеевич,235,10а,4,Секерский_СС,OopKZERC
281,Жевайкин Евгений Адамович,86,11г,3,Жевайкин_ЕА,65vLWXUn
282,Коточигов Семён Игоревич,26,9д,5,Коточигов_СИ,akMUnwFg
283,Калонин Альберт Денисович,297,8б,2,Калонин_АД,udVrIuYc
284,Валягин Григорий Антонович,94,10в,4,Валягин_ГА,Tjdu9dZq
285,Коцева Кристина Николаевна,412,9г,3,Коцева_КН,Y5fAuuQq
286,Голина Кристина Максимовна,3,7х,3,Голина_КМ,RTTtO7mb
287,Батрамеев Анатолий Романович,354,9х,3,Батрамеев_АР,WccplPIK
288,Чикмарев Валентин Валериевич,306,9и,5,Чикмарев_ВВ,PmT5Tuku
289,Киницына Валерия Олеговна,202,7х,4,Киницына_ВО,JjSy6PUT
290,Числин Юрий Денисович,121,7в,2,Числин_ЮД,aOqRGsPA
291,Стебунова Юлия Романовна,358,9т,3,Стебунова_ЮР,hCXtVa12
292,Кацов Павел Павлович,236,10г,5,Кацов_ПП,DLEM3HE3
293,Гоцев Тарас Викторович,41,8в,3,Гоцев_ТВ,UUAidzBz
294,Мотовицкий Роман Аркадиевич,31,11и,5,Мотовицкий_РА,oTr3XVX8
295,Чурзина Клара Егоровна,308,10б,3,Чурзина_КЕ,EfbYIRC9
296,Щепалкина Валерия Сергеевна,134,9б,4,Щепалкина_ВС,OciAQI5e
297,Утимишев Ярослав Игоревич,239,11а,3,Утимишев_ЯИ,MNSfWm1E
298,Алуханов Кирилл Фёдорович,298,7т,2,Алуханов_КФ,AHwUmsIj
299,Полунеев Валентин Валериевич,307,8и,2,Полунеев_ВВ,NakwdYaC
300,Крупенова Наталия Андреевна,209,7в,5,Крупенова_НА,Bzb4JN8S
301,Корнюшин Илья Юрьевич,44,10т,3,Корнюшин_ИЮ,CsAgOqOM
302,Паушева Виолетта Никитична,310,8г,4,Паушева_ВН,9CVlC1Zp
303,Берзин Герасим Антонович,349,11т,5,Берзин_ГА,Bn3eqDs0
304,Шулунова Алла Алексеевна,54,7д,4,Шулунова_АА,dXprbwWu
305,Трепашова София Яковлевна,399,11а,2,Трепашова_СЯ,gzhk6tQX
306,Чумейкин Константин Антонович,8,8б,5,Чумейкин_КА,OyZYJ9Lg
307,Польшиков Денис Игоревич,495,9и,2,Польшиков_ДИ,a5qUKREo
308,Медоусова Жанна Романовна,252,7б,2,Медоусова_ЖР,kujQqmtt
309,Акуратова Клавдия Андреевна,92,9г,5,Акуратова_КА,O2S4j2QW
310,Курмеева Елизавета Валерьевна,486,8а,5,Курмеева_ЕВ,nxSbADoc
311,Бадов Александр Аркадиевич,217,10г,3,Бадов_АА,y0Jmsuv9
312,Бакушин Эдуард Адамович,265,7б,5,Бакушин_ЭА,aECGjB1G
313,Чебина Инна Сергеевна,273,10т,2,Чебина_ИС,xv9odVH0
314,Подледнова Наталья Ивановна,112,11и,3,Подледнова_НИ,rWTsLEOB
315,Садгеева Лиза Евгеньевна,460,11г,3,Садгеева_ЛЕ,nvUmLP9W
316,Акушин Борис Павлович,493,9т,2,Акушин_БП,IoYEdxj1
317,Аришев Руслан Кириллович,379,10т,3,Аришев_РК,GW5nqrBB
318,Гуслова Кристина Олеговна,389,9в,2,Гуслова_КО,CwTPcZLB
319,Глоточкина Оксана Аркадьевна,370,9и,5,Глоточкина_ОА,uL0TSVQK
320,Шапина Маргарита Романовна,163,8б,5,Шапина_МР,S6f4g9aS
321,Дурылин Георгий Валериевич,261,11т,4,Дурылин_ГВ,mlYNS7fi
322,Болкисева Анна Викторовна,248,7х,4,Болкисева_АВ,kfXDjmQS
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,FcT4zogm
